msa,state,size_rank,hvi_2010,hvi_2011,hvi_2012,hvi_2013,hvi_2014,hvi_2015,hvi_2016,hvi_2017,hvi_2018,hvi_2019,hvi_2021,hvi_2022,hvi_2023,hvi_2024,area_name
"Provo, UT",UT,92,204244.92749959268,186591.64529189782,191904.10006841412,216081.92261387175,232809.94129318235,249038.7859752093,273612.6938682744,294938.5797585013,322475.4552060674,348768.11812023557,462715.7450314134,541258.1192939461,517177.51416101935,523109.8314963039,Provo
"Pueblo, CO",CO,264,123253.14324185764,118823.73440707677,116339.26604084614,117719.29067662497,121676.3322835958,128761.28747751332,141092.0269018909,154446.04213332574,171875.85159602106,188513.30407005746,256445.870784619,294855.06767506775,290878.29942336894,287556.1294563378,Pueblo
"Pullman, WA",WA,620,159202.08767521495,143283.10046876912,146984.58673823747,158055.54936697526,166627.1991605103,174868.01644126454,182469.19142377703,191870.76686078214,204579.12122623555,218700.79369757022,275126.06875370914,311681.35833748465,318262.1516101103,324968.87732998386,Pullman
"Punta Gorda, FL",FL,237,124414.79348831608,113433.02018443689,117419.79856824515,133479.60955282603,148609.7252673912,163967.79814487862,182239.9331180931,195163.3071110472,207763.40497687753,217739.25636196314,277609.7316751135,364568.9558795984,369059.4436531714,352836.1528881111,Punta Gorda
"Quincy, IL",IL,468,114399.38191434089,113502.31014657924,115275.77627671552,120032.05861496336,124990.44867737648,127570.20315393351,133546.74995423152,139512.37290073975,137576.7920186477,142532.20816518835,156452.18196216965,170183.893489308,177403.30287640417,173813.1314777778,Quincy
"Racine, WI",WI,231,151459.93628296658,133053.90530955483,131996.0536739124,135460.49137960005,142053.45951365723,145739.90192586824,152803.5615651914,162894.41358626072,177197.59499160756,189974.62767945885,228010.10877176226,248620.39733852007,261995.80671971317,277510.6518193602,Racine
"Raleigh, NC",NC,43,210029.66647931212,200456.63422625387,196989.64631165672,204263.2370484801,214795.79156649983,226708.93042909494,243102.91004473597,258380.96986904935,272398.30623769556,285568.5364755727,350998.4296245466,434577.9930643574,435989.50438487943,445234.33443097275,Raleigh
"Rapid City, SD",SD,313,165032.19071720963,165639.5395279953,169970.9483276667,176523.77932707025,181688.77985437028,187987.0893968348,195630.89381637253,203566.6423414445,213346.26995729425,225167.83367936008,280916.7808106924,334236.0012124721,344442.4925462369,352905.8722912362,Rapid City
"Raymondville, TX",TX,907,,,130481.84780548634,131475.86056334738,136794.81870666,141909.92314543485,147725.84969778877,149909.16739685996,166678.09944330956,184828.35844241336,224584.39813544473,219091.14709927922,188013.1141966522,181457.65784168712,Raymondville
"Reading, PA",PA,128,167343.5006070441,157039.38312179624,151198.60380498462,150394.42344640486,153135.83672772246,155210.99789526712,159676.69104505543,166119.25737153643,174685.3521804935,182090.54291761163,222096.82639921864,249333.97302567994,265858.4451840919,283294.15337361343,Reading
"Red Bluff, CA",CA,506,,,119736.76919335603,136250.71700640896,157787.875430638,173790.72089213578,185844.86856521424,197588.0702994997,213700.05230124574,232961.1842829813,296635.6319300092,325622.8341095433,310427.9516909449,312288.6296477202,Red Bluff
"Red Wing, MN",MN,624,159107.4065970785,152060.0915388319,153507.71407071117,159990.70883859703,170308.3077875449,179368.63828552095,190321.66993110479,199921.92666755326,211738.0628515738,225618.62085352195,263676.2666696002,293534.8486609888,300948.2727318886,306440.1103751994,Red Wing
"Redding, CA",CA,240,190013.18631746015,177291.6845065323,171629.87673365368,187395.6271217152,205748.421340961,218316.92962315903,229144.01317695077,243461.1430994716,258932.59204204474,274050.7420570787,337631.50557509915,374092.9766045693,365261.6646488329,369134.12935827236,Redding
"Reno, NV",NV,113,193896.2964106952,173258.31399518458,164215.35307513308,197493.78353894493,234765.7239848528,266416.66061867087,302087.3083482206,326849.87481935124,364118.4762384093,383642.0797568792,488011.9926005784,561510.4893110229,529634.5191913022,548368.1073546701,Reno
"Rexburg, ID",ID,517,164131.30840221915,152505.81653189924,156261.86204464638,164651.96835314186,167906.73641503035,172488.97971235152,183583.59407016635,196050.2430471098,213989.06532330348,235618.07627840943,350094.6682773622,420696.69106289075,399743.96729017305,396986.0406706115,Rexburg
"Richmond, IN",IN,499,89834.77652093617,88620.9609757049,87731.92773885788,87295.24540833908,86153.11517971371,84098.26167568221,87609.54629753633,92110.52008405473,96933.8868575631,101146.74467029884,120799.51741911321,135754.96137567426,142420.75086263093,150422.05068781602,Richmond
"Richmond, KY",KY,373,126054.41186411858,126418.5912665598,126004.84603850184,122090.81125464961,122912.86618168799,128471.22382707446,134493.31983561662,144218.92227230463,153911.62781713877,158198.12537311812,193612.04321939984,213534.7117455861,222325.8070491706,235248.49171879308,Richmond
"Richmond, VA",VA,45,200639.50056478023,187532.19800252793,183133.89785545808,189611.3014057758,196252.11740974942,202496.63623830467,213509.27033592993,225352.05561253484,236990.51742698174,248498.92230079454,299292.66788479,335846.0161505696,354525.01311405835,371577.4456748355,Richmond
"Rio Grande City, TX",TX,503,102010.37123833608,99355.19834012842,99218.95696277817,104549.51196499234,115960.96923026856,124528.58974567993,122610.24438156046,118942.56417050178,120186.03290231014,118488.10417207888,157291.4964633257,156619.1064674794,138631.3866552419,135804.8835693363,Rio Grande City
"Riverside, CA",CA,13,197184.3979800431,191784.10800439274,189915.64884015394,225781.21454229634,270587.6236414775,291528.48404890933,308565.46460360824,331646.1237539254,365522.05033047294,378445.95797492383,477274.46025772206,561983.1387765536,560207.6140305267,587892.5835626753,Riverside
"Riverton, WY",WY,705,196412.13243250214,193806.49137411875,187105.7581233989,191257.3363999632,190444.87405222384,197683.52369611384,197859.1596645953,192421.76996708,189541.29749046577,199161.99077623955,233022.67857195876,275958.6856726522,290614.8063667376,301471.67187996063,Riverton
"Roanoke Rapids, NC",NC,494,66463.68994801107,63827.82147717363,63028.95833959382,61369.36678406412,61643.98338114337,63249.848803832305,63819.334493676004,64280.81386410008,68363.02136184192,70850.10214249483,90644.02103770035,100455.00220261158,101915.95085446387,101808.43997049345,Roanoke Rapids
"Roanoke, VA",VA,164,152703.30732077538,150151.314486579,150965.7949026147,152236.9925983694,153634.58944184915,155698.17250952806,158705.76350569466,163621.40874120075,168746.5519524847,177683.2826417888,218030.68165178434,244100.74843405807,259228.9396303991,274572.29930088646,Roanoke
"Rochelle, IL",IL,594,138547.9030205103,134242.88806904186,132038.27070131103,129878.07938509564,132919.66125374334,122007.7246884276,112476.33601174667,125510.84340002947,142403.21509724282,148060.89582523538,170957.4257772844,190011.3099817962,194466.30810309268,202540.05191919164,Rochelle
"Rochester, MN",MN,207,156824.85135033564,146861.5479517173,155044.8437379595,164831.94417286236,170429.5278461327,176647.43213273445,190084.30771942632,206098.69029258637,220512.10526829158,231596.55318773384,274340.82683339063,302925.98326027597,307582.2943997882,315909.4686775259,Rochester
"Rochester, NY",NY,52,130902.3658566788,127691.68978687942,125899.68046828559,127911.29344475128,130489.32621949242,133275.66924592506,141912.42460524678,148590.847839932,149509.7526096179,156752.48120875758,192277.93404468257,214080.39872755026,231267.61391964773,251226.630545461,Rochester
"Rock Springs, WY",WY,678,,,178636.1378552035,193675.5930267158,200532.53808065853,209866.70777410342,213529.91297741138,209616.18898812425,210970.8853761449,215906.68075255273,231092.8265208912,246169.37728349926,257686.4784048409,267267.0633316786,Rock Springs
"Rockford, IL",IL,153,96611.40841037383,91815.89057871634,87858.72607379242,87805.8956224813,87209.94806544732,90367.36863837781,97928.29137412606,105845.8001910633,113782.88972439598,120196.09410143388,141943.83558920064,158977.10915620296,169261.81634036137,188036.6055434931,Rockford
"Rockingham, NC",NC,669,74680.06168558418,72458.69260585318,73443.45463643999,71267.92621750523,73713.32951846415,71768.42540460473,75249.55562743575,79221.70511145375,82902.15814991025,88449.02110087103,103406.96064436068,120185.3623666709,128552.24264620339,128732.70948465513,Rockingham
"Rocky Mount, NC",NC,303,101739.88796377442,96513.30547117813,96716.14346835273,96681.46247430494,98999.60291016965,100202.0745195808,101563.2343136019,105563.81412540562,110770.1604545644,116467.7044391854,149914.24718441901,174274.54610195637,186462.0157352333,197724.07133502697,Rocky Mount
"Rolla, MO",MO,659,,,,,,,127407.05187524972,132379.07619827669,134750.65973629188,140125.61207552845,168886.14402556655,191865.00245076325,196537.5306437522,207762.9200332202,Rolla
"Rome, GA",GA,401,94013.07391251251,87325.77598950786,88024.59642014443,98613.8524999591,102094.7053641285,105604.88366716723,112146.96098931669,114023.9426118516,123473.6986705629,139061.50121204983,177137.07532849556,207723.3384261958,213398.57162986076,223254.9687695606,Rome
"Roseburg, OR",OR,366,155003.76830605246,145361.2711772994,144422.27111153607,146985.26938381494,154816.949839233,164098.06550674766,175532.87108509763,189386.2664972073,206475.85157960528,218266.87778110718,283618.66300303355,323526.5634035378,325270.3285432449,331943.9289968215,Roseburg
"Roswell, NM",NM,509,120462.85705298385,117002.50316863744,117511.678085626,116017.1814929786,119400.42930466111,117079.93181420579,118581.16624179803,120033.79566985222,125598.62997731124,137329.86512666172,169077.22538853265,178186.85295813484,169170.3524039782,166418.50594016738,Roswell
"Russellville, AR",AR,435,116164.35496632005,114504.25921560901,115229.89312089769,115199.79063018342,117067.7559835193,121677.11406809348,129478.49164073216,133522.11490949613,138433.66147612745,141086.0842513494,163646.6620271929,178160.80624378868,183210.11575937827,187875.92287190878,Russellville
"Ruston, LA",LA,618,145532.1715674339,139603.263173186,143890.45081511672,147354.47282211873,150764.35775550577,158572.78448216256,167169.5645704182,173629.40875342253,178166.38715790538,181548.46800276954,200680.65495535012,211670.61848193235,212222.553721601,214101.90246493017,Ruston
"Rutland, VT",VT,533,183776.61702936262,180795.1451780624,182208.3186131511,182838.07249513202,181470.81608738625,181927.4577498762,182428.1519817181,190566.37480426402,199184.3219799657,200493.67002189768,246626.1296534203,284050.4978334528,299886.7817836656,307147.1642064806,Rutland
"Sacramento, CA",CA,26,240832.539445176,220306.26624053717,214581.8162018323,262462.16532182205,303895.7197510699,326031.01821794297,353881.18936186767,383829.60725846794,413376.5809974296,426745.3397357057,528929.7290404544,596384.0449269661,566762.5536316496,582004.5538770173,Sacramento
"Safford, AZ",AZ,718,121980.84920944595,110647.71388671287,118653.3449336976,141155.20041381,153650.75036437364,161156.15895838785,163971.06018655267,168541.48431233107,174141.70010742635,189067.39612260423,238684.05804915613,263189.6192596172,269784.1120703518,277147.6549368684,Safford
"Saginaw, MI",MI,233,77727.38114924457,72107.6778073005,68223.88523756633,69756.47190648624,71120.4557878237,73754.93416867028,74090.42592794771,79882.84006220133,86273.00483652866,93687.13084913732,119610.02649757038,132895.791275106,142387.61655542164,151262.54325409184,Saginaw
"Salem, OH",OH,388,80057.36796205652,77826.34185401957,79731.54513091741,83720.35494213177,85720.07272923355,89595.69378312863,92502.74614187132,94883.90564586081,101446.54918213275,108423.36549223833,127056.87411706673,138277.89157614627,144692.4811745745,151588.46450293894,Salem
"Salem, OR",OR,126,200573.35519585057,183241.83673960064,170000.05149229342,174292.30806203195,187117.00974872615,204653.86700290488,230531.94214853804,258813.22342738765,288648.0728752603,309757.0092895034,388859.9444512443,437596.06383637624,435593.1429260569,443177.24437195744,Salem
"Salina, KS",KS,537,,,96247.97286451243,99210.86524115271,101361.20005086606,104305.54595726194,106130.82391601677,109032.83371249273,113685.7161882292,117080.88348568701,139271.819841493,153463.9891497542,161907.24282007557,166059.92472243527,Salina
"Salinas, CA",CA,125,334458.6102363393,311992.68129238626,304840.7430131829,352360.8864296817,411946.48133636144,443560.0364015309,485363.8211093767,521796.9679680166,554951.6079410572,579652.6275741082,717163.2622447688,807732.2694939421,803837.2399865263,842545.3456456349,Salinas
"Salisbury, MD",DE,134,249292.74214555326,231952.03043233845,225889.42155437404,232482.4881093915,242101.07095416242,248675.49038054212,253159.3006809556,262190.6970061367,270452.75710609026,280575.33772315236,350236.87232827273,402861.6960561047,415394.9749077908,423640.90871032723,Salisbury
"Salt Lake City, UT",UT,48,214700.7431686587,196911.65110092718,199782.01093351597,226802.88188331688,242448.37264422246,256282.11411296297,280649.699536904,304763.39372853196,333146.499129345,356067.17187343497,473607.54064302077,550027.4784299267,532913.7644498268,542439.6324800868,Salt Lake City
"San Angelo, TX",TX,344,,,,,131622.78394352822,138518.77615309067,146499.8638886727,148651.12602250552,151982.2368464646,168099.5987828892,205461.07081078613,224176.47769453048,229456.9802616861,233519.022173368,San Angelo
"San Antonio, TX",TX,24,142581.91258571701,138279.61170729063,139010.72839009037,145095.69543984786,154857.12730021554,166461.35323126186,178278.948152968,189366.7457759847,200122.6916513124,208255.71091240458,251344.21910354472,293873.2077000308,294065.92781858175,286676.552738623,San Antonio
"San Diego, CA",CA,17,364115.80740400375,344407.8329143699,342028.34434369014,395673.28819782584,442445.0456032991,473505.6083915134,510193.88589286874,547735.1853226252,582148.9415583326,591697.2215215303,732973.3301947913,858866.36496788,862970.5188675694,934542.6930481932,San Diego
"San Francisco, CA",CA,12,473111.36721947114,442366.4398259043,442557.6829643028,537382.541293372,619733.7800897963,703819.4236017447,773864.2466296544,820357.5457641804,908200.4985517733,915946.7640363738,1068900.2746100659,1179857.1035107078,1099682.3383012821,1133015.323751957,San Francisco
"San Jose, CA",CA,36,509958.812601487,480939.6502683924,510566.56330446823,628620.0205561696,713920.6508816747,816599.6970776775,875611.480798174,903619.5391257907,1113536.8687094946,1116291.2529317487,1288418.6251391687,1474191.8727527808,1408174.2552841725,1540229.0476937012,San Jose
"San Luis Obispo, CA",CA,175,376665.5706355733,348379.77472488297,358467.70983881614,413202.9639857455,456043.1089130905,485164.6016067189,515274.61871432484,568531.8063213943,600244.8791080982,609253.6859409731,719529.3173666326,823981.225757583,839654.0794948525,876245.4568275864,San Luis Obispo
"Sandpoint, ID",ID,632,223194.25228419414,204990.37189471614,204719.4544165252,218225.91980016162,237882.36773983913,254930.06062990808,278387.41373556573,298128.6424765429,323783.9972765475,349639.0877202458,535827.4164448074,650032.1417799832,614993.4053066178,627918.2291092635,Sandpoint
"Sandusky, OH",OH,469,123652.26018137246,118417.12692368432,115314.67618900188,116685.15674918,121327.72214324774,124086.65103125178,125763.71409023594,130187.99451263183,136065.0422527487,143333.70099086736,174459.12624804027,192546.73238883074,201999.63102993148,216343.87282421757,Sandusky
"Sanford, NC",NC,522,121937.58987041366,117289.42180842206,117001.40340727265,116120.18960765714,119239.10340357634,120786.44861234895,126960.30131321483,134390.135076749,146694.1857942337,155883.24788870956,203202.24042892875,244918.67833660543,268771.90082788764,280945.551219833,Sanford
"Santa Cruz, CA",CA,183,489987.6449029248,455919.2943698277,454509.40423340857,519893.2476761169,580262.5381468848,645143.4622236976,706203.1898339209,754292.0713771917,814633.306237443,814537.6905497024,1003536.1328041038,1155956.5434383624,1109443.710672646,1135446.2482007686,Santa Cruz
"Santa Fe, NM",NM,284,298581.27987232123,276488.9120459758,267354.3702210767,273483.7886227447,284992.544219678,292540.7149233255,300751.7634476213,321715.0507825782,337210.08652568783,371058.0178614902,467104.88848222356,525646.1729755914,536465.3641195978,551636.1401269917,Santa Fe
"Santa Maria, CA",CA,124,425451.30877604266,383794.674923142,362170.9838412218,421134.2030527324,481886.04411426646,517940.3394599594,554898.3682011323,575872.7668965225,598398.9744392041,607679.3732021557,746871.6932024136,894963.8205753533,914535.8422362638,975563.0384542565,Santa Maria
"Santa Rosa, CA",CA,112,387690.19631466037,357192.5020985319,340229.0857235981,401733.4176922462,467392.409486271,515824.1092207581,565170.250998831,603165.8432455737,661601.3844243266,659207.481264725,735795.261504159,793279.2565697929,790255.5359557766,805904.7955339019,Santa Rosa
"Sault Ste. Marie, MI",MI,738,121636.25708574767,118991.76462461555,121368.77840141294,125906.44222406494,129322.26235190971,127768.22814685373,120787.41230199438,111534.56105039043,114091.84310163,133870.43845705807,159536.13015303123,172522.5881487469,179720.70517576043,181213.44908098163,Sault Ste. Marie
"Savannah, GA",GA,138,170717.49438644692,159665.03709494142,155783.60850470923,162045.30895236452,170677.2867097433,177478.53379949453,184760.10665087157,188992.75297190345,199231.93947955477,209757.5125837099,251267.42151706494,299135.50824769266,327247.38352549856,351492.7425802234,Savannah
"Sayre, PA",PA,536,115044.36807975837,115377.29951659462,130268.10297418624,139895.43230498183,142961.55066996915,142832.98570244174,136992.33093211055,133082.0114653513,135868.0800028507,136980.9486721333,158059.5400362812,169655.01401441553,176499.1035159285,186684.2293063052,Sayre
"Scottsbluff, NE",NE,724,106828.08508532598,105118.95440324518,107865.30989811698,108485.4115118719,110905.78774506027,115022.90110736743,118181.93898754228,119816.97739143089,124152.59377362486,128939.93465422072,148004.02068133184,161945.61914088207,169610.3337006244,179427.2729580578,Scottsbluff
"Scottsboro, AL",AL,587,92910.06915517717,87410.3836031822,86716.98357443404,94273.73219498039,100166.46523011324,103736.09348239184,110283.577948244,114764.21411046677,117424.75390651428,118869.58193610406,146766.0046124365,168204.1781960537,174500.98676692694,179712.57235848616,Scottsboro
"Scranton, PA",PA,101,128976.84464887902,126186.39012452961,122088.34836154849,121770.21663518877,123327.40279234522,123329.74672140456,125775.32421979365,125201.98877694069,133486.03642252332,138421.80485841897,170953.36582811014,187120.8340796987,194552.127269381,207913.84363339958,Scranton
"Searcy, AR",AR,461,118763.9040801014,117661.42359604337,118955.83062365664,118879.66899272929,118351.28096717148,121876.75490620377,125591.65370026995,127468.36800033337,128451.56562408683,130645.32173919528,153508.35952714435,170156.35619330237,182265.94372628676,189438.82182567441,Searcy
"Seattle, WA",WA,15,314464.14401004754,282348.6228371166,261437.23915827405,287844.49254948995,316115.88641950925,345384.8992496765,388841.6097854008,437247.2121329789,489880.69349486264,500136.9305747554,632033.0817899489,726084.7314658645,697842.936891074,730991.2615838818,Seattle
"Sebastian, FL",FL,274,148772.2923289809,134510.72551108824,129936.81652811724,141031.63096487572,157873.1796514135,172795.99116253716,191079.37337892476,210533.33595914138,228637.6110798242,239285.24054825006,291874.74067058996,370697.5547775051,384207.99519095226,385569.64013277274,Sebastian
"Sebring, FL",FL,390,93505.44374931483,85221.81733764433,80483.24588160733,81114.09009570115,86245.40069318555,94401.27969489245,105648.99327532708,116546.06142445469,126886.37607381215,136792.75119804943,174195.17496895578,216017.64649365598,229816.4098251252,239388.8929718253,Sebring
"Sedalia, MO",MO,674,63616.14595495334,64233.17034917039,72366.35500274741,79508.24207187162,76699.01436442007,82556.09780965078,86919.7393990191,87695.47715835233,96723.41633215862,109834.09750283348,137247.1265101621,156495.22548749702,163568.22740009337,173717.4356836837,Sedalia
"Selinsgrove, PA",PA,699,242168.80607984413,238596.31542875365,242949.5625942505,256048.98926435286,236905.9016592341,178288.4014660659,173738.77022432504,180006.51398197294,180257.9428255195,183103.47570958178,216475.70438981208,225255.66634463228,225536.23098651785,217414.12292975772,Selinsgrove
"Selma, AL",AL,707,80171.33957095463,74137.93291620059,71440.09157331561,75735.0037074637,88748.51303408107,90783.6338926149,94000.92726977043,88240.88082339376,88054.14213806852,84851.0704035734,92804.4507697334,93453.09520741086,92318.65751158855,90110.48938565556,Selma
"Seneca Falls, NY",NY,784,110849.38607903017,108573.571506841,107767.53293463604,111447.92138012266,113888.09009410201,115156.01392829134,118308.07500635006,124689.10065899078,129744.2884271897,133528.8641917261,164867.08388694757,184575.45080840006,192635.77633398617,205545.67235937284,Seneca Falls
"Seneca, SC",SC,457,149289.52182127183,141969.23881016977,139840.92934101782,138584.12214342123,139149.33441024076,143329.09086307554,147566.86490451093,151266.48195342778,156419.81538265987,166097.59357643596,215712.2633520407,248940.68637624895,258028.96925564288,271192.1638987956,Seneca
"Sevierville, TN",TN,402,158077.45713592958,154002.61886770304,149929.9828526024,152544.10439293168,161397.78431639253,170198.87148344898,183874.11555740924,199367.55265751402,218240.3443316881,237783.05777317157,342416.7122730001,433347.7028959627,426493.6952977795,422300.43601836445,Sevierville
"Seymour, IN",IN,639,106612.4773921856,105044.89292003981,107236.68616439747,112081.2674021314,114570.21687623597,120469.15894832324,124796.06375009827,129870.88389774604,135266.35501984405,142462.9458317589,172588.40064706965,191660.58902540812,200463.96188143292,212097.089203704,Seymour
"Shawano, WI",WI,652,122005.20500819874,118797.09726299049,117335.75520942979,119082.9645382616,120341.4013276102,121636.4565293906,125696.99186873883,130239.5204284059,140471.44635872345,151439.93998754802,188988.0681480598,204645.2428978535,217471.0262995388,237106.01432634846,Shawano
"Shawnee, OK",OK,482,85437.94833983605,83048.97964110374,83267.10823580033,85910.11991149998,88915.51153251967,92946.22619026406,95183.90724645827,97602.1707896766,100956.5018763314,106083.9945148905,139348.51737073567,159416.84575376153,166923.3764390011,176800.17784971258,Shawnee
"Sheboygan, WI",WI,352,148653.81782491843,139113.21792677048,128472.9994184239,133290.42229762225,136700.91488280304,142793.10659498567,151411.04223166432,160526.76629913927,173569.32784600576,183741.00860761432,221679.69629616188,241226.78069064624,260544.36959046192,281743.18240713596,Sheboygan
"Shelby, NC",NC,394,105273.43209530828,101806.78596727934,99626.35982836147,96746.99242758298,97410.26863661046,101699.87822342552,107445.0583147136,111522.13320677295,119013.5145121126,133608.48598718838,174892.26782355565,197240.2942187178,213844.2189474697,212658.67631449384,Shelby
"Shelbyville, TN",TN,606,114127.67988791967,111275.29321766958,111398.81147566157,112899.76612866693,118605.60109154659,126921.3640079139,140230.05460603235,156888.4439976407,174049.26185678368,195408.45117431204,243622.40895742914,294270.5520831759,302227.4546053907,318449.26537832414,Shelbyville
"Shelton, WA",WA,510,190610.85281455898,177739.52189957563,173791.687529131,174523.85013676333,178238.98604562166,185890.1468711412,201810.31919442315,225944.81853101982,257496.02602855256,281556.3798424818,395001.1626292846,445795.0961168976,432977.9430195582,445924.5198024371,Shelton
"Sheridan, WY",WY,815,,,221455.40975942757,232465.6863888362,233748.88994321527,247856.22491371678,254261.49591916296,256904.80354972932,268567.7776594937,284016.0608601861,343522.34676087985,392905.561597835,403865.4543398612,406589.79777714744,Sheridan
"Sherman, TX",TX,319,,,111140.8413751916,116690.1684533083,123350.67716776307,133546.70983347614,147363.34726965972,164596.969129518,184296.4671876408,194785.1595555886,242720.26030984218,287957.49530216824,294996.28335746663,298831.5016501667,Sherman
"Show Low, AZ",AZ,372,159085.22061694294,144142.30333160813,148341.09894277234,154846.18379680184,165417.46425685383,176306.48679379956,185579.18877375967,196848.99482533766,210127.74654066016,228734.23472010263,322502.2226343203,382867.1910059023,378119.88216364785,388782.2212074872,Show Low
"Shreveport, LA",LA,141,149299.95833518033,150968.6115094867,151128.270819133,150094.13794220146,148278.99285894024,150802.1898660177,153309.27984556643,149495.21242152448,148618.38648962497,155913.24345141216,166653.41125159423,171383.4907728748,168234.70230901698,173215.68761472704,Shreveport
"Sidney, OH",OH,619,103258.78461730998,101030.47906001414,104026.6548204835,109171.2679175549,113721.4062037427,118595.32096949137,122477.96107087015,127519.13950056898,135497.67524984636,143367.6351476933,173129.40132546672,189471.98066906378,194819.46220238064,207730.0321034575,Sidney
"Sierra Vista, AZ",AZ,335,166783.6904285438,156423.6113379665,161113.71684204243,160887.3092290747,152073.7322539529,148322.08907531024,148861.8362252528,153213.64069255473,160366.89142972618,175663.25216294473,216787.93195931535,247341.3529738121,247985.134047238,254858.9322143489,Sierra Vista
"Sikeston, MO",MO,717,,,,,,,113927.00564512308,120732.20999139007,126919.34842405876,127762.86276630413,142750.81982577822,150951.60306794237,149499.005796699,149008.6220501282,Sikeston
"Silver City, NM",NM,835,,,132745.78194271572,134310.23853552362,135248.75407071333,132528.41470525853,133172.18133355092,138997.31483935934,146164.4872463935,149308.50474761834,177924.59759439653,198265.2126805272,207390.7765799026,205848.62747516573,Silver City
"Sioux City, IA",IA,297,99085.83181123505,99498.3214729923,103118.4535921346,105635.44632457744,111463.38924090711,118912.22562467297,126388.00097939848,133237.1280132028,139693.85146728973,148438.0528512036,173216.9072730889,190922.0444550434,199800.34498417543,207558.50080977383,Sioux City
"Sioux Falls, SD",SD,182,154195.84557135985,152601.9322807707,156828.9681309132,165368.84241458253,171155.10100796257,179978.3847808525,189257.65529194477,198072.314138746,209184.41434832293,221626.9459532816,264752.2786730972,303904.8730152633,313813.946772003,324172.6633827533,Sioux Falls
"Snyder, TX",TX,926,99425.91052449151,99397.315842598,101168.01278386592,103212.79549788985,110068.10480084764,116154.81366696094,116707.74920586705,112056.77870078012,112792.3577483461,116803.74286649817,132284.96602185452,136794.59458531268,130665.58103101939,130710.40807778657,Snyder
"Somerset, KY",KY,513,56387.16416114837,59897.203595222534,63989.90382539091,69792.86851757695,70135.07914664851,76316.27747916387,86969.84679115613,95088.4830614929,105252.67033598562,119150.607817736,156653.58525636024,170430.2296847136,171081.3714091413,169509.19476037644,Somerset
"Somerset, PA",PA,475,110997.09398942119,108995.9742862486,109199.1029820481,106618.97499418352,109230.49320460674,108139.0758982969,107183.47461928596,107951.10993511906,111167.25126919751,114508.75317045901,142744.07040243674,159535.51718596154,163736.495595737,163636.53002913596,Somerset
"Sonora, CA",CA,569,,,,,,,284130.1551578946,292295.2625864493,308207.1946214955,316785.35796343506,367946.45722359745,414658.95605067356,401333.21303650126,397699.94061693695,Sonora
"South Bend, IN",IN,159,101274.79076048026,96870.30835431635,95130.6739220987,99069.04646294353,101552.39897983485,103756.12962693283,110972.92498400033,118325.39324427024,127382.03548499466,136354.18307021222,167341.06276204452,188807.5490785368,199407.39868450022,211058.58725103704,South Bend
"Spartanburg, SC",SC,160,122555.76834525685,115980.69380083575,117690.77877257006,119313.3311616619,121937.82967146214,128362.17498273827,134311.45697817582,143277.8438337909,154057.95554681864,165298.21578242685,206732.4577160946,244129.15951104145,254184.4266437757,265161.5629977154,Spartanburg
"Spearfish, SD",SD,858,,,209684.99832864746,220615.39370687932,228650.1256156424,239761.00261784284,250470.28159029657,260559.7346505172,270908.4568940122,282696.33061770187,355564.5964865079,422635.458817386,428922.1590456644,444343.1755812775,Spearfish
"Spencer, IA",IA,928,99228.11981759993,99327.29047083722,101100.92421005365,107454.96334033686,111240.67974796901,114889.64837167457,120601.76843342761,124708.07531433641,127373.29205155537,132038.55634640707,151284.77789937155,170088.21079034274,175216.46965506615,179129.0970897927,Spencer
"Spirit Lake, IA",IA,922,173598.0465235916,176706.5000243881,180210.31223328473,200715.57968507556,219223.43085338981,223269.1828919753,231382.58961018952,233760.0266856346,241017.20637280087,254260.1091271916,291429.305909841,336801.38383976376,351735.33221199457,369349.7844199165,Spirit Lake
"Spokane, WA",WA,100,178248.68697923367,164934.1090204727,158732.78351871666,162539.85309408218,167608.7416300304,175415.0468533777,190349.65655115503,209439.6550439276,232758.4952443541,259282.44521535575,358834.635155111,413608.0509634169,405265.12037079764,409506.3648047854,Spokane
"Springfield, IL",IL,220,122240.35722403934,122782.11482625402,126346.09669615659,129197.55550877356,131471.24076811978,132335.43355348866,134069.18541936242,135547.30937660928,135527.80641999913,139040.4317240859,149738.88337776702,158327.985609987,166171.4998691244,174174.78775078527,Springfield
"Springfield, MA",MA,85,204676.9838445433,195825.70704286543,190305.49843575258,193570.04321580604,197497.74218389613,200782.03567207698,207593.24201371145,215598.10610968558,225654.01224234747,233057.30200550714,281059.91805277346,309712.8203630869,326073.2601260633,347455.7058015026,Springfield
"Springfield, MO",MO,118,118438.83142123376,112111.45185429533,113103.1586751842,117920.94839410488,122479.8479251064,126403.64957363975,132664.8729032669,140121.68059595945,149750.2894912219,159490.6847087421,199468.6423524505,236513.18313600394,246398.84676953513,254385.0656215963,Springfield
"Springfield, OH",OH,316,80453.0939894146,76658.25406246416,82213.50729832645,84731.75768168707,87739.24763922901,89481.58458787903,93308.11939293247,98800.74781456588,105048.54382349737,112134.58041002387,141046.60324953953,156440.1215810579,166821.1398498994,180516.9968852111,Springfield
"St. Cloud, MN",MN,230,151864.9517236983,137579.64683122688,145169.57405362302,153691.8237646117,159815.94094286268,165051.94084469345,173267.9154970748,184195.21187864928,193181.45654546598,202851.2309777496,243212.45589879935,272880.2051619403,281355.3554750004,292297.8984736411,St. Cloud
